id,question,answer_coordinates,answer_text,aggregation_labels
70,What spending category am I most inconsistent in from 1683070924 to 1703826715?,"[[16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,5
70,What category am I least consistent in?,"[[16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,5
70,What spending category am I most consistent in from 1683070924 to 1703826715?,"[[16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",contracted,6
70,What spending category am I most inconsistent in from 1703481444 to 1703826715?,"[[45, 3], [46, 3], [47, 3]]",clothing,5
70,What category am I least consistent in?,"[[45, 3], [46, 3], [47, 3]]",clothing,5
70,What spending category am I most consistent in from 1703481444 to 1703826715?,"[[45, 3], [46, 3], [47, 3]]",clothing,6
70,What spending category am I most inconsistent in from 1673885377 to 1703826715?,"[[2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
70,What category am I least consistent in?,"[[2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
70,What spending category am I most consistent in from 1673885377 to 1703826715?,"[[2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",airlines,6
70,What spending category am I most inconsistent in from 1685030357 to 1703826715?,"[[20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,5
70,What category am I least consistent in?,"[[20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,5
70,What spending category am I most consistent in from 1685030357 to 1703826715?,"[[20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",retail,6
70,"In the last 84 days, how much did I spend in total?","[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1]]",872.29,0
70,What is the total amount I've spent in transportation from 84 days ago to today?,"[[41, 1]]",99.77,0
70,What is the total amount I've spent in utility from 84 days ago to today?,"[[45, 1], [40, 1]]",246.68,0
70,What is the total amount I've spent in clothing from 84 days ago to today?,"[[47, 1]]",23.67,0
70,What is the total amount I've spent in misc from 1696565515 to 1703826715?,"[[44, 1]]",116.51,0
70,What is the total amount I've spent in government from 84 days ago to today?,"[[46, 1]]",16.4,0
70,What is the total amount I've spent in lodging from 84 days ago to today?,"[[43, 1], [39, 1]]",177.57,0
70,What is the total amount I've spent in professional from 84 days ago to today?,"[[42, 1]]",191.69,0
70,What is the total amount I've spent from 1688875915 to 1703826715?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1]]",2470.14,0
70,What is the total amount I've spent in agricultural from 173 days ago to today?,"[[34, 1], [31, 1], [26, 1]]",355.22,0
70,What is the total amount I've spent in transportation from 1688875915 to 1703826715?,"[[41, 1], [38, 1], [36, 1], [30, 1], [27, 1]]",444.36,0
70,What is the total amount I've spent in utility from 1688875915 to 1703826715?,"[[45, 1], [40, 1]]",246.68,0
70,What is the total amount I've spent in clothing from 173 days ago to today?,"[[47, 1], [37, 1], [28, 1]]",346.1,0
70,What is the total amount I've spent in misc from 1688875915 to 1703826715?,"[[44, 1]]",116.51,0
70,What is the total amount I've spent in government from 173 days ago to today?,"[[46, 1], [29, 1]]",175.09,0
70,What is the total amount I've spent in lodging from 1688875915 to 1703826715?,"[[43, 1], [39, 1]]",177.57,0
70,What is the total amount I've spent in professional from 173 days ago to today?,"[[42, 1], [35, 1], [33, 1], [32, 1]]",608.61,0
70,What is the total amount I've spent from 1688011915 to 1703826715?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1]]",2597.02,0
70,What is the total amount I've spent in agricultural from 1688011915 to 1703826715?,"[[34, 1], [31, 1], [26, 1]]",355.22,0
70,What is the total amount I've spent in transportation from 1688011915 to 1703826715?,"[[41, 1], [38, 1], [36, 1], [30, 1], [27, 1], [25, 1]]",571.24,0
70,What is the total amount I've spent in utility from 183 days ago to today?,"[[45, 1], [40, 1]]",246.68,0
70,What is the total amount I've spent in clothing from 183 days ago to today?,"[[47, 1], [37, 1], [28, 1]]",346.1,0
70,What is the total amount I've spent in misc from 1688011915 to 1703826715?,"[[44, 1]]",116.51,0
70,What is the total amount I've spent in government from 1688011915 to 1703826715?,"[[46, 1], [29, 1]]",175.09,0
70,What is the total amount I've spent in lodging from 183 days ago to today?,"[[43, 1], [39, 1]]",177.57,0
70,What is the total amount I've spent in professional from 1688011915 to 1703826715?,"[[42, 1], [35, 1], [33, 1], [32, 1]]",608.61,0
70,What is the total amount I've spent from 1684815115 to 1703826715?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1]]",3209.26,0
70,What is the total amount I've spent in agricultural from 220 days ago to today?,"[[34, 1], [31, 1], [26, 1]]",355.22,0
70,What is the total amount I've spent in transportation from 1684815115 to 1703826715?,"[[41, 1], [38, 1], [36, 1], [30, 1], [27, 1], [25, 1], [20, 1]]",653.69,0
70,What is the total amount I've spent in utility from 1684815115 to 1703826715?,"[[45, 1], [40, 1]]",246.68,0
70,What is the total amount I've spent in retail from 1684815115 to 1703826715?,"[[22, 1]]",114.06,0
70,What is the total amount I've spent in clothing from 1684815115 to 1703826715?,"[[47, 1], [37, 1], [28, 1]]",346.1,0
70,What is the total amount I've spent in misc from 220 days ago to today?,"[[44, 1], [21, 1]]",221.68,0
70,What is the total amount I've spent in government from 220 days ago to today?,"[[46, 1], [29, 1]]",175.09,0
70,What is the total amount I've spent in lodging from 220 days ago to today?,"[[43, 1], [39, 1], [24, 1], [19, 1]]",461.04,0
70,What is the total amount I've spent in professional from 1684815115 to 1703826715?,"[[42, 1], [35, 1], [33, 1], [32, 1], [23, 1]]",635.7,0
70,"In the last 327 days, how much did I spend in total?","[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1]]",4795.56,0
70,What is the total amount I've spent in agricultural from 1675573915 to 1703826715?,"[[34, 1], [31, 1], [26, 1]]",355.22,0
70,What is the total amount I've spent in contracted from 327 days ago to today?,"[[16, 1], [12, 1]]",321.81,0
70,What is the total amount I've spent in transportation from 327 days ago to today?,"[[41, 1], [38, 1], [36, 1], [30, 1], [27, 1], [25, 1], [20, 1], [14, 1], [13, 1]]",917.94,0
70,What is the total amount I've spent in utility from 327 days ago to today?,"[[45, 1], [40, 1], [15, 1]]",477.37,0
70,What is the total amount I've spent in retail from 1675573915 to 1703826715?,"[[22, 1]]",114.06,0
70,What is the total amount I've spent in clothing from 327 days ago to today?,"[[47, 1], [37, 1], [28, 1]]",346.1,0
70,What is the total amount I've spent in misc from 1675573915 to 1703826715?,"[[44, 1], [21, 1]]",221.68,0
70,What is the total amount I've spent in government from 1675573915 to 1703826715?,"[[46, 1], [29, 1], [17, 1], [11, 1]]",373.77,0
70,What is the total amount I've spent in airlines from 1675573915 to 1703826715?,"[[10, 1]]",151.64,0
70,What is the total amount I've spent in lodging from 1675573915 to 1703826715?,"[[43, 1], [39, 1], [24, 1], [19, 1], [18, 1], [8, 1]]",761.73,0
70,What is the total amount I've spent in professional from 1675573915 to 1703826715?,"[[42, 1], [35, 1], [33, 1], [32, 1], [23, 1], [9, 1]]",754.24,0
70,What is the total amount I've spent in agricultural?,"[[26, 1], [31, 1], [34, 1]]",355.22,0
70,What is the total amount I've spent in contracted?,"[[12, 1], [16, 1]]",321.81,0
70,What is the total amount I've spent in transportation?,"[[4, 1], [7, 1], [13, 1], [14, 1], [20, 1], [25, 1], [27, 1], [30, 1], [36, 1], [38, 1], [41, 1]]",1195.37,0
70,What is the total amount I've spent in utility?,"[[3, 1], [5, 1], [15, 1], [40, 1], [45, 1]]",671.52,0
70,What is the total amount I've spent in retail?,"[[22, 1]]",114.06,0
70,What is the total amount I've spent in clothing?,"[[1, 1], [6, 1], [28, 1], [37, 1], [47, 1]]",584.8,0
70,What is the total amount I've spent in misc?,"[[21, 1], [44, 1]]",221.68,0
70,What is the total amount I've spent in business?,"[[2, 1]]",125.3,0
70,What is the total amount I've spent in government?,"[[11, 1], [17, 1], [29, 1], [46, 1]]",373.77,0
70,What is the total amount I've spent in airlines?,"[[10, 1]]",151.64,0
70,What is the total amount I've spent in lodging?,"[[8, 1], [18, 1], [19, 1], [24, 1], [39, 1], [43, 1]]",761.73,0
70,What is the total amount I've spent in professional?,"[[0, 1], [9, 1], [23, 1], [32, 1], [33, 1], [35, 1], [42, 1]]",778.16,0
70,"What is the total amount I've spent at Burnett, Padilla and Hahn?","[[0, 1]]",23.92,0
70,What is the total amount I've spent at Sanchez LLC?,"[[1, 1]]",64.21,0
70,What is the total amount I've spent at Scott-Boone?,"[[2, 1]]",125.3,0
70,"What is the total amount I've spent at Phillips, Hebert and Smith?","[[3, 1]]",32.46,0
70,"What is the total amount I've spent at Meyer, Mills and Harrell?","[[4, 1]]",40.26,0
70,What is the total amount I've spent at Hopkins Inc?,"[[5, 1]]",161.69,0
70,What is the total amount I've spent at Terry Group?,"[[6, 1]]",174.49,0
70,What is the total amount I've spent at Greer and Sons?,"[[7, 1]]",237.17,0
70,What is the total amount I've spent at Williams-Hooper?,"[[8, 1]]",80.29,0
70,What is the total amount I've spent at Taylor-Rivera?,"[[9, 1]]",118.54,0
70,What is the total amount I've spent at Riley-Roberts?,"[[10, 1]]",151.64,0
70,What is the total amount I've spent at Ryan-Bowen?,"[[11, 1]]",163.73,0
70,"What is the total amount I've spent at Flores, Oconnor and Jackson?","[[12, 1]]",227.68,0
70,"What is the total amount I've spent at Henry, Weeks and Brown?","[[13, 1]]",212.81,0
70,What is the total amount I've spent at Garza Group?,"[[14, 1]]",51.44,0
70,What is the total amount I've spent at Gonzales-Ross?,"[[15, 1]]",230.69,0
70,What is the total amount I've spent at Edwards Ltd?,"[[16, 1]]",94.13,0
70,What is the total amount I've spent at Bryant LLC?,"[[17, 1]]",34.95,0
70,"What is the total amount I've spent at Hodges, Harris and Jackson?","[[18, 1]]",220.4,0
70,What is the total amount I've spent at Griffin-Riley?,"[[19, 1]]",201.52,0
70,"What is the total amount I've spent at Arnold, English and Smith?","[[20, 1]]",82.45,0
70,What is the total amount I've spent at Collins-Clark?,"[[21, 1]]",105.17,0
70,What is the total amount I've spent at Hall-Coleman?,"[[22, 1]]",114.06,0
70,What is the total amount I've spent at Flynn Group?,"[[23, 1]]",27.09,0
70,What is the total amount I've spent at Green-Thomas?,"[[24, 1]]",81.95,0
70,"What is the total amount I've spent at Gonzalez, Hamilton and Fritz?","[[25, 1]]",126.88,0
70,"What is the total amount I've spent at Jackson, Mills and Hill?","[[26, 1]]",46.64,0
70,What is the total amount I've spent at Rhodes LLC?,"[[27, 1]]",66.15,0
70,What is the total amount I've spent at Stark-Dodson?,"[[28, 1]]",231.36,0
70,What is the total amount I've spent at Jones and Sons?,"[[29, 1]]",158.69,0
70,What is the total amount I've spent at Lozano PLC?,"[[30, 1]]",37.06,0
70,"What is the total amount I've spent at Smith, Shannon and Barnes?","[[31, 1]]",240.09,0
70,What is the total amount I've spent at Johnson-Gonzalez?,"[[32, 1]]",210.03,0
70,"What is the total amount I've spent at Frank, Bryan and Perry?","[[33, 1]]",181.07,0
70,What is the total amount I've spent at Pearson Inc?,"[[34, 1]]",68.49,0
70,"What is the total amount I've spent at Guerrero, Cox and Lee?","[[35, 1]]",25.82,0
70,"What is the total amount I've spent at Hawkins, Tucker and Thompson?","[[36, 1]]",142.01,0
70,What is the total amount I've spent at Daniels-Kidd?,"[[37, 1]]",91.07,0
70,What is the total amount I've spent at Weaver-Flores?,"[[38, 1]]",99.37,0
70,What is the total amount I've spent at Montoya Ltd?,"[[39, 1]]",34.65,0
70,What is the total amount I've spent at Butler LLC?,"[[40, 1]]",112.18,0
70,"What is the total amount I've spent at Rose, Morris and Johns?","[[41, 1]]",99.77,0
70,"What is the total amount I've spent at Ritter, Walters and Ferguson?","[[42, 1]]",191.69,0
70,"What is the total amount I've spent at Burgess, Joseph and Walker?","[[43, 1]]",142.92,0
70,What is the total amount I've spent at Melendez Ltd?,"[[44, 1]]",116.51,0
70,What is the total amount I've spent at Aguirre Inc?,"[[45, 1]]",134.5,0
70,What is the total amount I've spent at King Inc?,"[[46, 1]]",16.4,0
70,What is the total amount I've spent at Green-Lester?,"[[47, 1]]",23.67,0
70,What merchant did I spend the most on?,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [14, 2], [15, 2], [16, 2], [17, 2], [18, 2], [19, 2], [20, 2], [21, 2], [22, 2], [23, 2], [24, 2], [25, 2], [26, 2], [27, 2], [28, 2], [29, 2], [30, 2], [31, 2], [32, 2], [33, 2], [34, 2], [35, 2], [36, 2], [37, 2], [38, 2], [39, 2], [40, 2], [41, 2], [42, 2], [43, 2], [44, 2], [45, 2], [46, 2], [47, 2]]","Smith, Shannon and Barnes",3
70,"What was my biggest transaction amount at Burnett, Padilla and Hahn?","[[0, 1]]",23.92,7
70,"What was my smallest transaction amount at Burnett, Padilla and Hahn?","[[0, 1]]",23.92,7
70,What was my biggest transaction amount at Sanchez LLC?,"[[1, 1]]",64.21,7
70,What was my smallest transaction amount at Sanchez LLC?,"[[1, 1]]",64.21,7
70,What was my biggest transaction amount at Scott-Boone?,"[[2, 1]]",125.3,7
70,What was my smallest transaction amount at Scott-Boone?,"[[2, 1]]",125.3,7
70,"What was my biggest transaction amount at Phillips, Hebert and Smith?","[[3, 1]]",32.46,7
70,"What was my smallest transaction amount at Phillips, Hebert and Smith?","[[3, 1]]",32.46,7
70,"What was my biggest transaction amount at Meyer, Mills and Harrell?","[[4, 1]]",40.26,7
70,"What was my smallest transaction amount at Meyer, Mills and Harrell?","[[4, 1]]",40.26,7
70,What was my biggest transaction amount at Hopkins Inc?,"[[5, 1]]",161.69,7
70,What was my smallest transaction amount at Hopkins Inc?,"[[5, 1]]",161.69,7
70,What was my biggest transaction amount at Terry Group?,"[[6, 1]]",174.49,7
70,What was my smallest transaction amount at Terry Group?,"[[6, 1]]",174.49,7
70,What was my biggest transaction amount at Greer and Sons?,"[[7, 1]]",237.17,7
70,What was my smallest transaction amount at Greer and Sons?,"[[7, 1]]",237.17,7
70,What was my biggest transaction amount at Williams-Hooper?,"[[8, 1]]",80.29,7
70,What was my smallest transaction amount at Williams-Hooper?,"[[8, 1]]",80.29,7
70,What was my biggest transaction amount at Taylor-Rivera?,"[[9, 1]]",118.54,7
70,What was my smallest transaction amount at Taylor-Rivera?,"[[9, 1]]",118.54,7
70,What was my biggest transaction amount at Riley-Roberts?,"[[10, 1]]",151.64,7
70,What was my smallest transaction amount at Riley-Roberts?,"[[10, 1]]",151.64,7
70,What was my biggest transaction amount at Ryan-Bowen?,"[[11, 1]]",163.73,7
70,What was my smallest transaction amount at Ryan-Bowen?,"[[11, 1]]",163.73,7
70,"What was my biggest transaction amount at Flores, Oconnor and Jackson?","[[12, 1]]",227.68,7
70,"What was my smallest transaction amount at Flores, Oconnor and Jackson?","[[12, 1]]",227.68,7
70,"What was my biggest transaction amount at Henry, Weeks and Brown?","[[13, 1]]",212.81,7
70,"What was my smallest transaction amount at Henry, Weeks and Brown?","[[13, 1]]",212.81,7
70,What was my biggest transaction amount at Garza Group?,"[[14, 1]]",51.44,7
70,What was my smallest transaction amount at Garza Group?,"[[14, 1]]",51.44,7
70,What was my biggest transaction amount at Gonzales-Ross?,"[[15, 1]]",230.69,7
70,What was my smallest transaction amount at Gonzales-Ross?,"[[15, 1]]",230.69,7
70,What was my biggest transaction amount at Edwards Ltd?,"[[16, 1]]",94.13,7
70,What was my smallest transaction amount at Edwards Ltd?,"[[16, 1]]",94.13,7
70,What was my biggest transaction amount at Bryant LLC?,"[[17, 1]]",34.95,7
70,What was my smallest transaction amount at Bryant LLC?,"[[17, 1]]",34.95,7
70,"What was my biggest transaction amount at Hodges, Harris and Jackson?","[[18, 1]]",220.4,7
70,"What was my smallest transaction amount at Hodges, Harris and Jackson?","[[18, 1]]",220.4,7
70,What was my biggest transaction amount at Griffin-Riley?,"[[19, 1]]",201.52,7
70,What was my smallest transaction amount at Griffin-Riley?,"[[19, 1]]",201.52,7
70,"What was my biggest transaction amount at Arnold, English and Smith?","[[20, 1]]",82.45,7
70,"What was my smallest transaction amount at Arnold, English and Smith?","[[20, 1]]",82.45,7
70,What was my biggest transaction amount at Collins-Clark?,"[[21, 1]]",105.17,7
70,What was my smallest transaction amount at Collins-Clark?,"[[21, 1]]",105.17,7
70,What was my biggest transaction amount at Hall-Coleman?,"[[22, 1]]",114.06,7
70,What was my smallest transaction amount at Hall-Coleman?,"[[22, 1]]",114.06,7
70,What was my biggest transaction amount at Flynn Group?,"[[23, 1]]",27.09,7
70,What was my smallest transaction amount at Flynn Group?,"[[23, 1]]",27.09,7
70,What was my biggest transaction amount at Green-Thomas?,"[[24, 1]]",81.95,7
70,What was my smallest transaction amount at Green-Thomas?,"[[24, 1]]",81.95,7
70,"What was my biggest transaction amount at Gonzalez, Hamilton and Fritz?","[[25, 1]]",126.88,7
70,"What was my smallest transaction amount at Gonzalez, Hamilton and Fritz?","[[25, 1]]",126.88,7
70,"What was my biggest transaction amount at Jackson, Mills and Hill?","[[26, 1]]",46.64,7
70,"What was my smallest transaction amount at Jackson, Mills and Hill?","[[26, 1]]",46.64,7
70,What was my biggest transaction amount at Rhodes LLC?,"[[27, 1]]",66.15,7
70,What was my smallest transaction amount at Rhodes LLC?,"[[27, 1]]",66.15,7
70,What was my biggest transaction amount at Stark-Dodson?,"[[28, 1]]",231.36,7
70,What was my smallest transaction amount at Stark-Dodson?,"[[28, 1]]",231.36,7
70,What was my biggest transaction amount at Jones and Sons?,"[[29, 1]]",158.69,7
70,What was my smallest transaction amount at Jones and Sons?,"[[29, 1]]",158.69,7
70,What was my biggest transaction amount at Lozano PLC?,"[[30, 1]]",37.06,7
70,What was my smallest transaction amount at Lozano PLC?,"[[30, 1]]",37.06,7
70,"What was my biggest transaction amount at Smith, Shannon and Barnes?","[[31, 1]]",240.09,7
70,"What was my smallest transaction amount at Smith, Shannon and Barnes?","[[31, 1]]",240.09,7
70,What was my biggest transaction amount at Johnson-Gonzalez?,"[[32, 1]]",210.03,7
70,What was my smallest transaction amount at Johnson-Gonzalez?,"[[32, 1]]",210.03,7
70,"What was my biggest transaction amount at Frank, Bryan and Perry?","[[33, 1]]",181.07,7
70,"What was my smallest transaction amount at Frank, Bryan and Perry?","[[33, 1]]",181.07,7
70,What was my biggest transaction amount at Pearson Inc?,"[[34, 1]]",68.49,7
70,What was my smallest transaction amount at Pearson Inc?,"[[34, 1]]",68.49,7
70,"What was my biggest transaction amount at Guerrero, Cox and Lee?","[[35, 1]]",25.82,7
70,"What was my smallest transaction amount at Guerrero, Cox and Lee?","[[35, 1]]",25.82,7
70,"What was my biggest transaction amount at Hawkins, Tucker and Thompson?","[[36, 1]]",142.01,7
70,"What was my smallest transaction amount at Hawkins, Tucker and Thompson?","[[36, 1]]",142.01,7
70,What was my biggest transaction amount at Daniels-Kidd?,"[[37, 1]]",91.07,7
70,What was my smallest transaction amount at Daniels-Kidd?,"[[37, 1]]",91.07,7
70,What was my biggest transaction amount at Weaver-Flores?,"[[38, 1]]",99.37,7
70,What was my smallest transaction amount at Weaver-Flores?,"[[38, 1]]",99.37,7
70,What was my biggest transaction amount at Montoya Ltd?,"[[39, 1]]",34.65,7
70,What was my smallest transaction amount at Montoya Ltd?,"[[39, 1]]",34.65,7
70,What was my biggest transaction amount at Butler LLC?,"[[40, 1]]",112.18,7
70,What was my smallest transaction amount at Butler LLC?,"[[40, 1]]",112.18,7
70,"What was my biggest transaction amount at Rose, Morris and Johns?","[[41, 1]]",99.77,7
70,"What was my smallest transaction amount at Rose, Morris and Johns?","[[41, 1]]",99.77,7
70,"What was my biggest transaction amount at Ritter, Walters and Ferguson?","[[42, 1]]",191.69,7
70,"What was my smallest transaction amount at Ritter, Walters and Ferguson?","[[42, 1]]",191.69,7
70,"What was my biggest transaction amount at Burgess, Joseph and Walker?","[[43, 1]]",142.92,7
70,"What was my smallest transaction amount at Burgess, Joseph and Walker?","[[43, 1]]",142.92,7
70,What was my biggest transaction amount at Melendez Ltd?,"[[44, 1]]",116.51,7
70,What was my smallest transaction amount at Melendez Ltd?,"[[44, 1]]",116.51,7
70,What was my biggest transaction amount at Aguirre Inc?,"[[45, 1]]",134.5,7
70,What was my smallest transaction amount at Aguirre Inc?,"[[45, 1]]",134.5,7
70,What was my biggest transaction amount at King Inc?,"[[46, 1]]",16.4,7
70,What was my smallest transaction amount at King Inc?,"[[46, 1]]",16.4,7
70,What was my biggest transaction amount at Green-Lester?,"[[47, 1]]",23.67,7
70,What was my smallest transaction amount at Green-Lester?,"[[47, 1]]",23.67,7
70,What was my biggest transaction amount in agricultural?,"[[31, 1]]",240.09,7
70,What was my smallest transaction amount in agricultural?,"[[26, 1]]",46.64,7
70,What was my biggest transaction amount in contracted?,"[[12, 1]]",227.68,7
70,What was my smallest transaction amount in contracted?,"[[16, 1]]",94.13,7
70,What was my biggest transaction amount in transportation?,"[[7, 1]]",237.17,7
70,What was my smallest transaction amount in transportation?,"[[30, 1]]",37.06,7
70,What was my biggest transaction amount in utility?,"[[15, 1]]",230.69,7
70,What was my smallest transaction amount in utility?,"[[3, 1]]",32.46,7
70,What was my biggest transaction amount in retail?,"[[22, 1]]",114.06,7
70,What was my smallest transaction amount in retail?,"[[22, 1]]",114.06,7
70,What was my biggest transaction amount in clothing?,"[[28, 1]]",231.36,7
70,What was my smallest transaction amount in clothing?,"[[47, 1]]",23.67,7
70,What was my biggest transaction amount in misc?,"[[44, 1]]",116.51,7
70,What was my smallest transaction amount in misc?,"[[21, 1]]",105.17,7
70,What was my biggest transaction amount in business?,"[[2, 1]]",125.3,7
70,What was my smallest transaction amount in business?,"[[2, 1]]",125.3,7
70,What was my biggest transaction amount in government?,"[[11, 1]]",163.73,7
70,What was my smallest transaction amount in government?,"[[46, 1]]",16.4,7
70,What was my biggest transaction amount in airlines?,"[[10, 1]]",151.64,7
70,What was my smallest transaction amount in airlines?,"[[10, 1]]",151.64,7
70,What was my biggest transaction amount in lodging?,"[[18, 1]]",220.4,7
70,What was my smallest transaction amount in lodging?,"[[39, 1]]",34.65,7
70,What was my biggest transaction amount in professional?,"[[32, 1]]",210.03,7
70,What was my smallest transaction amount in professional?,"[[0, 1]]",23.92,7
71,"Between 1673835396 and 1676443957, how many transactions were made?","[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]]",8,1
71,"Between 1674477267 and 1682818608, how many transactions were made?","[[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0]]",14,1
71,"Between 1674018170 and 1676443957, how many transactions were made?","[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]]",7,1
71,"Between 1675188578 and 1700640932, how many transactions were made?","[[6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0], [27, 0], [28, 0], [29, 0], [30, 0], [31, 0], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0], [37, 0], [38, 0], [39, 0], [40, 0], [41, 0], [42, 0]]",37,1
